,Country Name,Country Code,Year,Agricultural land (sq. km),Agricultural land (% year difference),Electric power consumption (kWh per capita),Electric power consumption (% year difference),GDP per capita growth (annual %),GDP per capita growth (% year difference),Livestock production index (2004-2006 = 100),Livestock production index (% year difference),Ores and metals exports (% of merchandise exports),Ores and metals exports (% year difference),Urban population,Urban population (% year difference),Crop production index (2004-2006 = 100),Crop production index (% year difference),Food production index (2004-2006 = 100),Food production index (% year difference),Forest area (% of land area),Forest area (% year difference)
21369,United States of America,USA,2099,3448936.6725677345,-0.0020849723922204966,15963.113340852637,0.0019524706341391695,-0.4024765282862504,0.051677804303619235,203.49384236453167,0.005471411818481986,7.238615652453787,0.006480924765938312,503442255.80295664,0.005710598052549143,234.9974630541874,0.006167564764313349,250.547783251232,0.006369260897192364,37.10120524978472,0.0010633451722548148
21375,Vietnam,VNM,2099,295813.96207762463,0.007195887372878129,6060.745834134708,0.009486787059719726,4.146252538292966,-0.003323994487731463,566.895197044334,0.008808467068564196,-2.0980768024791985,0.017472761324204722,91453562.38669968,0.007958013125104246,436.82177339901494,0.008317605214502644,437.7328571428569,0.008294451790384683,112.40812612984539,0.006765418204810025
21381,South Africa,ZAF,2099,962223.5221674877,-0.00010351080008563773,4617.473872661391,0.00047791869030699985,6.2061420836366645,0.00953644416935484,339.0221182266014,0.007414568790521159,110.0401630656695,0.00876523759891068,91302680.06650232,0.007319250008765099,219.792660098522,0.0058425915614364055,283.2683004926107,0.006868759956674575,7.617736524083139,0.0
21391,Argentina,ARG,2100,2360692.4236453176,0.00438038818076425,9061.492041089718,0.007823575757167633,-8.660577155464239,0.012577392153518607,194.88786206896546,0.005261851973394016,9.113504204221485,0.007207226337331507,76676426.46108377,0.005749314415976592,429.37839408866967,0.008133113086628452,341.9322758620683,0.007543441008472929,0.4793436027998707,-0.1899277749667655
21395,Australia,AUS,2100,699514.6425492615,-0.05101099200126957,16128.752807240891,0.004001718199073245,-1.578421504671681,0.021943691094502782,147.5690344827586,0.003433172483974012,93.2179002704222,0.0078101870411213525,40920613.82758623,0.006015956046223181,248.1787586206901,0.00669560650216261,210.69408866995042,0.0057869747095868895,13.861086433054393,-0.002020300855151591
21399,Belgium,BEL,2100,-199178.53104554678,0.012173267676693689,11349.13945027995,0.003229788340529005,-3.2396970565715293,0.015083159213836295,137.21432879994836,0.0035731139623842445,1.3269833465929608,-0.013805644442219989,15980342.23645322,0.0037203056758767783,161.62012849651614,0.004602243428712294,153.00244867988613,0.004272786152012431,-13.143160518627692,0.03312267448996087
21411,Brazil,BRA,2100,4044338.318041869,0.003546434328160375,6534.248526961848,0.007213028806149158,1.5342163324387992,0.003752698686367628,410.6163054187191,0.008138815893510287,21.764655075501622,0.0049034907790475035,391847580.73300457,0.0064891024846776,447.4612315270933,0.008141355900430858,440.09436453201937,0.00818530291407682,37.594534875479226,-0.0069642006126037215
21417,Canada,CAN,2100,418320.57142857177,-0.005932733386372568,12449.19652555164,-0.0031731343826614244,2.3119756719923714,0.0039477883187353235,149.76069950738906,0.004398398455941477,12.090650502153453,0.004603463387899076,55914320.42364526,0.005678069243079786,321.98009852216734,0.007110889506791729,269.0633990147785,0.00673956790826713,37.725650799967916,-0.00013277831749114455
21421,Chile,CHL,2100,170252.30851677957,0.0008761178251233126,12797.018567661435,0.008195407012288491,-10.098124746155293,0.014090152817354262,306.67044334975344,0.007342435926923185,100.42494331789783,0.005064688474744283,31297642.264039457,0.005859546502741342,282.2440788177337,0.007036498066928187,295.4980197044333,0.007195358574124677,33.81367935738219,0.003112001373523521
21437,Germany,DEU,2100,141084.48275862064,-0.0021340422418417715,9986.527103954126,0.0032863393351245662,-0.4909228077426988,0.043973164417228094,153.77764532019717,0.003417394327228429,4.089641772895792,0.0037902915470435783,77347079.76847291,0.0021033818333218157,149.88768472906418,0.0037695129158565877,150.32340886699512,0.003391433327930793,34.10168641990523,0.005152891367472101
21463,United Kingdom,GBR,2100,155792.93026477823,-0.001205400728200079,4359.35007942688,-0.003160299773521613,-3.0544834536623995,0.015773779487743722,92.8115073891626,-0.0012671325824399338,9.48259167670301,0.007061587733557362,86841637.36059117,0.004585707183447196,85.99579310344826,-0.0019777334902076893,88.1554778325123,-0.0018781057864430961,17.788990938970823,0.0032783258834470086
21477,High Income Countries,HIC,2100,9194683.175994426,-0.004373830613490726,14806.499201676794,0.0043412053150884145,-1.6601085156191149,0.020138631782163685,183.73491135271863,0.004768306092149732,6.760207207722438,0.004766868233364363,1711605442.5251215,0.005170476950433933,194.38846169955082,0.005138303469615746,204.1826419939794,0.005332510405845259,30.367140272864305,0.0006873374173035351
21491,India,IND,2100,1732581.339901477,-0.0004273322640292454,2541.667353868965,0.008365188838873605,16.78619976557684,0.007576316301884045,447.0778719211831,0.008093108603748789,5.268374560047854,0.002002559076497601,1149652091.924139,0.007462729190148565,376.0642364532014,0.007518009106074253,386.1274679802955,0.0076252169201946884,32.154662215919174,0.002379042119092123
21505,Cambodia,KHM,2100,93482.06896551723,0.004812833233567737,-2247.6631303020185,0.012052517834888477,35.661728355748785,0.00947338837438294,195.75062068965508,0.005898488166875104,-4.868081098311934,0.013345165651710067,10156082.603940904,0.007887837572300826,791.0893399014767,0.008988859136594973,677.9844039408872,0.008829339918966062,-12.595833106645124,0.07088931208893268
21518,Low Income Countries,LIC,2100,9382661.064611882,0.004642484950063697,7159.800234622948,0.00772839896279387,19.01364874155746,0.009949614166067322,309.1218866289292,0.0071960949985439004,7.182434854427754,0.006129887885016672,654843700.4364548,0.00823523604095544,321.5438771330082,0.0072942716363297855,329.53993245362653,0.007357905892571237,12.073470114701701,-0.014143954934975556
21538,Middle Income Countries,MIC,2100,42347693.01472315,0.0032350677396320027,6405.605441344524,0.008239848287201479,16.3993090287085,0.00849235957711092,332.2459025387316,0.007486227634246889,6.851200585379331,0.003856698218541288,7429461443.775375,0.0074404394267248986,334.42897975981487,0.007462024365445297,343.7718424368268,0.007552720919006051,29.46247128985509,-0.0016157293399605699
21562,New Zealnd,NZL,2100,-89793.80528402049,0.026164790672475347,10227.963660142064,0.0010113794179458235,2.095494819582932,0.0033137193468322224,265.3868275862069,0.006736414152512138,-2.3973988855505013,0.029668445520961262,7653925.431527108,0.005672807455525675,265.3365418719213,0.006492523291923957,283.3014581280786,0.006962409578768147,43.71398432494412,0.001798899164050738
21615,Thailand,THA,2100,245175.9113300493,0.0015649102704622386,8407.147437122097,0.00827018241248112,-6.831500294317037,0.016263821230081188,275.7579999999998,0.006298914359956553,4.0361981782468215,0.007581930301837181,93031433.5261085,0.0077404375613081555,327.31693596059176,0.007380134388935478,294.41161576354665,0.00692012939472475,41.92714372394756,0.0021808104009855
21633,United States of America,USA,2100,3441730.7105911337,-0.0020893285846376175,15994.220115815442,0.0019486659211518376,-0.4222535961110765,0.049138437734585594,204.60118226600983,0.00544163837397349,7.285226494546023,0.0064391928415807875,506300887.67093664,0.005678172292909123,236.43794088669938,0.006129759078206787,252.13348768472954,0.006328950162402869,37.13706781754372,0.0009666146292972577
21639,Vietnam,VNM,2100,297927.39798529865,0.007144476524469923,6117.702503492401,0.00939763370984914,4.132424453232417,-0.003335080276186453,571.8450738916254,0.008731555449929429,-2.1341064600808863,0.017172706718416197,92175605.0118227,0.007895183153937335,440.4251133004928,0.008248993344446731,441.333743842365,0.008226219806782398,113.17113374392679,0.006787833231914453
21645,South Africa,ZAF,2100,962123.9113300493,-0.00010352151568071566,4619.679595570937,0.00047769039314005113,6.2647675328014865,0.009446359489480027,341.5173201970447,0.007359997582150335,110.99631038195616,0.008689075785139,91966091.5339899,0.007266067841649182,221.06935960591136,0.0058086539687771666,285.2007290640395,0.0068219019497353095,7.617736524083139,0.0
21655,Argentina,ARG,2101,2370988.073891625,0.004361284063600701,9131.834977256076,0.007762842570228523,-8.768151624343545,0.012421166274286355,195.9079655172416,0.005234309809992954,9.178717286304805,0.007155653919939109,77114743.32364535,0.005716448754742753,432.8424039408865,0.008067499203282091,344.49231034482733,0.007486963540674019,0.3647322799085473,-0.23910055797526608
21659,Australia,AUS,2101,661913.6423953325,-0.05375298509391968,16193.038278537528,0.003985768277617652,-1.6123141684429498,0.021472505076087778,148.07393103448285,0.0034214261379017508,93.94030737252773,0.007749660741229292,41165318.31034488,0.0059799807449048,249.82941379310387,0.006651073530980822,211.90635467980286,0.005753678318670907,13.834126580277474,-0.0019450028615815018
21663,Belgium,BEL,2101,-201574.02364676356,0.012026861472680395,11385.676760772085,0.0032193903909809585,-3.287835838173152,0.0148590379782505,137.702865636232,0.0035603922750362393,1.3084070282835327,-0.013998908394082688,16039573.635467993,0.003706516302238949,162.36053613464992,0.0045811598160543365,153.65341398827468,0.004254607125605547,-13.512369148428274,0.02809131253303243
21675,Brazil,BRA,2101,4058630.611607142,0.003533901578291365,6581.042721937032,0.007161373611992206,1.5399522588506331,0.0037386685896609873,413.9312561576362,0.008073110334809286,21.87085710032406,0.004879563882543625,394373926.1285715,0.006447265517988132,451.074753694581,0.008075609489464508,443.66742364531916,0.008118847686448438,37.36073026435595,-0.006219111684655387
21681,Canada,CAN,2101,415823.97536945814,-0.0059681407744011095,12409.567804763414,-0.0031832352157740162,2.32106697201543,0.003932264570597255,150.41652216748753,0.004379137265355215,12.146054319630695,0.004582368621719235,56230013.28078818,0.005646010802796475,324.25349753694536,0.0070606817788196885,270.864630541872,0.006694450206490288,37.72059402563758,-0.0001340407447746328
21685,Chile,CHL,2101,170401.33903074966,0.0008753509145833505,12901.042822261605,0.008128788283783717,-10.238431917511491,0.013894378895410009,308.90573891625627,0.007288917517080495,100.93100134464146,0.00503916666541393,31479963.93201971,0.005825412228886551,284.21621182265966,0.006987331720781809,297.60904433497484,0.0071439552544312335,33.937313577089775,0.003656337377570651
21701,Germany,DEU,2101,140782.75862068962,-0.0021386061176353888,10019.238719328816,0.0032755746851913514,-0.5116009535771155,0.042120971990477374,154.3013743842365,0.0034057555176425502,4.1050841763268435,0.0037759794839236083,77509428.72906405,0.002098966904466204,150.45056650246306,0.0037553570489552435,150.83149753694582,0.00337997038372273,33.955310936322746,-0.004292323898006489
21727,United Kingdom,GBR,2101,155604.91071428568,-0.0012068554726648584,4345.529549340063,-0.0031703189317235925,-3.1019160114030915,0.01552883112980008,92.69375369458132,-0.0012687402445424878,9.549084286372759,0.007012071376342188,87238049.84926116,0.004564774464396404,85.82537931034483,-0.001981652671060763,87.98960098522167,-0.0018816397048607714,17.83470289450019,0.0025696766998304366
21741,High Income Countries,HIC,2101,9154290.51859641,-0.004393045048411537,14870.499416635646,0.004322440712495101,-1.6928808399610205,0.01974107357053323,184.60685794163052,0.004745677250405755,6.792279341078206,0.004744253004424381,1720409736.6142864,0.005143880634181697,195.382182567372,0.00511203627588297,205.26567278414632,0.005304225567807297,30.380413631621145,0.0004370961057766909
21755,India,IND,2101,1731840.6354679796,-0.00042751495496284875,2562.752500020426,0.008295792964159832,16.912421032267044,0.007519347347995087,450.66707389162633,0.008028136026996258,5.278903706104463,0.0019985568483409377,1158168081.624136,0.007407449401274135,378.8703940886698,0.007461910395772486,389.0494926108377,0.007567512992086245,32.25972024400522,0.003267272017369649
21769,Cambodia,KHM,2101,93929.82758620696,0.004789780817269884,-2274.4305158747884,0.011908984585769833,35.996395328356925,0.009384485498560746,196.8984827586205,0.005863900021983781,-4.9321908911692836,0.0131694175924022,10235565.188177347,0.007826106515281817,798.1369802955669,0.008908779373727693,683.9181674876854,0.008752064962419981,-13.227029220957666,0.050111501872753816
21782,Low Income Countries,LIC,2101,9426018.640502334,0.004621031879109561,7214.709665342598,0.007669128875149589,19.20096350084259,0.009851594600868152,311.33046395896145,0.007144681193937741,7.2261941353409185,0.006092541289976161,660192444.7078818,0.008167970872839048,323.8723212122104,0.007241450529126503,331.9469456876068,0.00730416255189037,11.931185062917898,-0.011784934275900105
21802,Middle Income Countries,MIC,2101,42484248.90269509,0.003224635824304878,6457.9553034472765,0.008172508060653394,16.537405096334055,0.008420846718834474,334.7146890975237,0.007430600467689175,6.877522084393482,0.0038418812420004667,7484331643.2256155,0.007385488149509456,336.90601327088007,0.007406754979320862,346.348792239879,0.0074961049304838046,29.427562412434096,-0.0011848591069484327
21826,New Zealnd,NZL,2101,-92083.3363031093,0.02549764999764692,10238.297560581215,0.001010357563101305,2.1024157672296564,0.0033027748778218236,267.1626206896553,0.0066913385249747215,-2.4664765566565165,0.028813591064197563,7697099.757142873,0.005640808236506478,267.0481330049265,0.006450642346244928,285.2602807881776,0.006914269601865142,43.749308315178304,0.0008080707073416793
21879,Thailand,THA,2101,245558.99014778322,0.001562465152696868,8476.105781905499,0.008202347502425544,-6.940828499453289,0.01600354247619662,277.4841034482756,0.006259486391240854,4.0665700739225485,0.007524877207322644,93746006.42167497,0.007680983388973939,329.7148817733996,0.007326067029713945,296.43498029556616,0.00687257031884414,42.01837990624901,0.0021760648162001406
21897,United States of America,USA,2101,3434524.7486145333,-0.0020937030182012206,16025.326890778257,0.0019448760075557736,-0.4420306639359097,0.04683694350262124,205.70852216748744,0.005412187208370778,7.331837336638259,0.0063979949185013485,509159519.5389166,0.005646112692257121,237.87841871921185,0.006092414047890626,253.71919211822706,0.00628914646784362,37.1746929642845,0.001013142634890718
21903,Vietnam,VNM,2101,300040.8338929727,0.007093795072107945,6174.659172850094,0.009310140420391244,4.118596368171868,-0.0033462402560638926,576.7949507389168,0.008655975321437248,-2.1701361176825884,0.016882783626612774,92897647.63694596,0.007833337519516759,444.02845320197133,0.008181504170994058,444.9346305418722,0.008159101246500988,113.98755189099386,0.007214014033953164
21909,South Africa,ZAF,2101,962024.3004926108,-0.0001035322334945743,4621.885318480481,0.0004774623139793821,6.323392981966308,0.00935796082741569,344.01252216748804,0.007306223792701738,111.95245769824281,0.008614226121538504,92629503.00147772,0.007213652949931149,222.3460591133003,0.005775108362664261,287.13315763546825,0.006775678932415596,7.617736524083139,0.0
21919,Argentina,ARG,2102,2381283.7241379283,0.004342345859802199,9202.177913422434,0.007703045044238799,-8.875726093222852,0.012268773794996912,196.92806896551724,0.005207054473677752,9.243930368388149,0.007104814327449249,77553060.18620694,0.005683956707500215,436.30641379310333,0.008002935527291477,347.05234482758624,0.007431325477762929,0.2634737324997081,-0.2776243096284997
21923,Australia,AUS,2102,624312.6422413886,-0.05680650427127232,16257.323749834162,0.0039699449967853795,-1.6462068322142334,0.02102112878162843,148.57882758620678,0.003409759896266573,94.66271447463305,0.007690065343735286,41410022.79310346,0.005944433149131845,251.48006896551757,0.006607129029973624,213.11862068965505,0.005720762889267483,13.80799202911618,-0.00188913633322918
21927,Belgium,BEL,2102,-203969.51624797934,0.011883935032291681,11422.214071264214,0.0032090591767028886,-3.33597461977476,0.014641479675687075,138.19140247251542,0.003547760854694104,1.2898307099740975,-0.01419766013776691,16098805.034482775,0.0036928287721940123,163.10094377278347,0.004560268497262765,154.304379296663,0.004236582133072542,-13.929735425594215,0.03088772017559105
21939,Brazil,BRA,2102,4072922.9051724114,0.003521457095502889,6627.836916912232,0.007110453001500483,1.5456881852624689,0.0037247430099662804,417.24620689655234,0.0080084571764103,21.97705912514652,0.004855869357808018,396900271.5241375,0.006405964563545696,454.6882758620686,0.008010916456508976,447.2404827586197,0.008053462848236936,37.11697652084457,-0.006524330273702805
21945,Canada,CAN,2102,413327.37931034534,-0.00600397333245295,12369.9390839752,-0.0031934005608964533,2.330158272038489,0.003916862431231349,151.07234482758622,0.004360044034048549,12.201458137107934,0.004561466301669315,56545706.13793099,0.005614312334702332,326.52689655172435,0.00701117808149454,272.66586206896545,0.006649932564063654,37.71490654058374,-0.0001507793077164532
21949,Chile,CHL,2102,170550.36954471975,0.000874585345501222,13005.0670768618,0.008063243881393456,-10.378739088867746,0.013703970733670578,311.1410344827582,0.007236173644245225,101.43705937138486,0.005013900783718661,31662285.600000024,0.005791673344163639,286.18834482758575,0.006938847690210581,299.72006896551653,0.007093281171138166,34.09591505085602,0.004673365598192536
21965,Germany,DEU,2102,140481.03448275858,-0.0021431895559311798,10051.95033470352,0.0032648803258472636,-0.5322790994115323,0.040418505262421967,154.8251034482761,0.0033941957168535097,4.120526579757898,0.003761775098329867,77671777.68965518,0.002094570470369872,151.01344827586215,0.0037413071049476887,151.33958620689648,0.0033685846673119357,33.96756256604399,0.0003608163018804511
21991,United Kingdom,GBR,2102,155416.89116379304,-0.0012083137327064675,4331.709019253249,-0.003180401819822598,-3.1493485691437826,0.015291373965743205,92.57600000000004,-0.001270351991238483,9.615576896042484,0.006963244608136465,87634462.33793116,0.004544031983233943,85.65496551724135,-0.0019855874156671227,87.82372413793104,-0.001885186947472306,17.897909549059406,0.003544026213002205
22005,High Income Countries,HIC,2102,9113897.861198395,-0.004412429047992328,14934.499631594475,0.004303837629503704,-1.7256531643029405,0.019358907944563075,185.47880453054245,0.00472326217256569,6.824351474433988,0.004721851346986883,1729214030.7034473,0.005117556534228518,196.37590343519264,0.005086036273947103,206.34870357431328,0.005276239204915045,30.399720335267343,0.0006354983799858882
22019,India,IND,2102,1731099.9310344825,-0.0004276978021692246,2583.8376461718867,0.008227539003978324,17.0386422989572,0.007463228738767702,454.2562758620698,0.007964198359222907,5.28943285216107,0.0019945705856372342,1166684071.3241367,0.007352982555052456,381.67655172413737,0.007406642691671461,391.9715172413798,0.007510675854973892,32.37072495292634,0.0034409693599790625
22033,Cambodia,KHM,2102,94377.58620689658,0.004766948180317643,-2301.197901447565,0.011768829773408873,36.33106230096496,0.009297235724722519,198.04634482758598,0.005829715155157622,-4.996300684026608,0.012998238363423509,10315047.77241379,0.007765334182840311,805.1846206896553,0.008830113837700493,689.8519310344818,0.00867613090114805,-14.177719664736944,0.0718748275140233
22046,Low Income Countries,LIC,2102,9469376.216392783,0.004599776166805736,7269.619096062262,0.007610760968446595,19.38827826012772,0.00975548749295374,313.53904128899467,0.0070939968480705495,7.269953416254069,0.006055647010524856,665541188.979311,0.008101795642020404,326.2007652914135,0.007189388924895068,334.3539589215871,0.007251198618485111,11.78735343448427,-0.012055099948173331
22066,Middle Income Countries,MIC,2102,42620804.79066697,0.003214270970981259,6510.305165550047,0.008106259588824605,16.675501163959552,0.008350528200830709,337.1834756563148,0.00737579389015619,6.903843583407627,0.0038271776798615154,7539201842.675858,0.007331342605576108,339.3830467819444,0.007352298307221838,348.92574204293214,0.007440331425404123,29.379881994493154,-0.001620263930552257
22090,New Zealnd,NZL,2102,-94372.86732219813,0.02486368447329501,10248.631461020368,0.0010093377710509444,2.1093367148763797,0.003291902465059504,268.9384137931033,0.006646862120396779,-2.53555422776256,0.028006619774924246,7740274.082758635,0.005609167995477504,268.75972413793124,0.0064092982555064015,287.21910344827575,0.006866790759252783,43.8173662175978,0.0015556337926350139
22143,Thailand,THA,2102,245942.0689655172,0.0015600276638352284,8545.0641266889,0.008135616349976615,-7.0501567045895674,0.015751463264780163,279.2102068965514,0.006220548949743998,4.0969419695982685,0.007468676334998925,94460579.31724145,0.007622435587840259,332.1128275862074,0.007272786111170548,298.45834482758573,0.0068256604871737014,42.128303017455494,0.0026160720963479545
22161,United States of America,USA,2102,3427318.786637932,-0.0020980958077265743,16056.433665741068,0.001941100807167473,-0.4618077317607359,0.04474139338825078,206.81586206896512,0.005383053117148373,7.378448178730481,0.00635732081224738,512018151.4068976,0.005614413083290248,239.3188965517243,0.006055521304825673,255.3048965517246,0.0062498403067539066,37.211036322729896,0.0009776370844625237
22167,Vietnam,VNM,2102,302154.2698006467,0.007043827602571939,6231.615842207786,0.009224261252852584,4.104768283111323,-0.0033574751746511255,581.7448275862063,0.008581692403770713,-2.2061657752842905,0.01660248742377357,93619690.262069,0.00777245326969811,447.63179310344907,0.008115110361719857,448.5355172413792,0.008093069076510417,114.78870988577923,0.007028469174875429
22173,South Africa,ZAF,2102,961924.6896551723,-0.00010354295352776877,4624.0910413900265,0.0004772344525134642,6.382018431131129,0.009271201288930664,346.5077241379313,0.007253230070585648,112.90860501452947,0.008540654988243856,93292914.46896528,0.007161988847948164,223.6227586206896,0.005741947990806295,289.06558620689657,0.006730078084125957,7.617736524083139,0.0
22183,Argentina,ARG,2103,2391579.374384236,0.0043235714173601725,9272.520849588764,0.007644161722164311,-8.983300562102158,0.01212007533236581,197.9481724137929,0.005180081507092149,9.309143450471467,0.007054692050291633,77991377.04876852,0.005651831939438301,439.77042364532014,0.00793939704461799,349.6123793103443,0.00737650824410907,0.18224434831459546,-0.30830164136078597
22187,Australia,AUS,2103,586711.6420874447,-0.06022783716016056,16321.609221130828,0.003954246854272148,-1.6800994959855018,0.02058833866318066,149.08372413793097,0.0033981729424485962,95.38512157673858,0.007631379536439553,41654727.275862105,0.005909305676581322,253.13072413793134,0.006563761411406688,214.33088669950715,0.005688221920399084,13.786953320526841,-0.0015236616986000762
22191,Belgium,BEL,2103,-206365.0088491952,0.011744365752691666,11458.751381756345,0.0031987940572792972,-3.3841134013763683,0.014430200192847575,138.67993930879902,0.003535218744022517,1.2712543916646624,-0.014402136781041741,16158036.433497548,0.0036792419616178407,163.84135141091724,0.004539566853550836,154.95534460505155,0.004218709224947048,-14.355127977320965,0.030538451645329978
22203,Brazil,BRA,2103,4087215.1987376814,0.0035090999505833498,6674.631111887415,0.007060251415628382,1.5514241116743044,0.003710920783716487,420.5611576354686,0.007944831334891322,22.083261149968962,0.004832403836094734,399426616.9197045,0.006365189385901804,458.30179802955627,0.007947251687184131,450.81354187192034,0.007989122745020172,36.84088809707133,-0.007438332796804947
22209,Canada,CAN,2103,410830.7832512315,-0.006040238764921768,12330.310363186974,-0.0032036310380512134,2.3392495720615467,0.0039015804772370988,151.7281674876847,0.00434111657462477,12.256861954585176,0.004540753806198339,56861398.99507392,0.005582967809666606,328.80029556650237,0.006962363709654973,274.46709359605893,0.006606003089003831,37.709064602307095,-0.00015489732873552597
22213,Chile,CHL,2103,170699.40005868993,0.0008738211143606289,13109.091331461997,0.007998748025319635,-10.519046260224002,0.013518710717639104,313.376330049261,0.007184187615171922,101.94311739812849,0.004988886999285347,31844607.267980333,0.00575832301823187,288.16047783251184,0.006891031869638908,301.8310935960589,0.007043320915508078,34.22704225357609,0.00384583321856824
22229,Germany,DEU,2103,140179.3103448276,-0.0021477926827767613,10084.661950078209,0.003254255570857234,-0.5529572452459489,0.03884831445998471,155.34883251231545,0.0033827141230640123,4.135968983188949,0.003747677179638309,77834126.65024632,0.0020901924150598106,151.57633004926106,0.003727361899389825,151.84767487684738,0.00335727540087416,33.98516548231002,0.0005182272419992362
22255,United Kingdom,GBR,2103,155228.87161330038,-0.001209775521082257,4317.888489166431,-0.003190549047821345,-3.1967811268844737,0.015061069519398007,92.45824630541875,-0.0012719678381144517,9.682069505712237,0.006915093123234239,88030874.82660103,0.004523477158349554,85.48455172413793,-0.001989537816918685,87.6578472906404,-0.0018887475897755301,17.947571920498753,0.0027747582086734557
22269,High Income Countries,HIC,2103,9073505.203800397,-0.004431984866756777,14998.4998465533,0.004285393989593711,-1.7584254886448465,0.01899125793052625,186.35075111945437,0.0047010578438806405,6.856423607789773,0.004699660249905868,1738018324.7926118,0.0050915004926157525,197.36962430301375,0.005060299407605662,207.43173436448072,0.005248546617485417,30.41782036993568,0.0005954013546414227
22283,India,IND,2103,1730359.2266009846,-0.00042788080584998944,2604.9227923233484,0.008160399002894225,17.164863565647348,0.007407941576299981,457.8454778325131,0.00790127106913796,5.299961998217679,0.001990600193044756,1175200061.0241375,0.007299310849710583,384.48270935960585,0.007352187664639853,394.8935418719212,0.0074546861238951045,32.43453057710569,0.0019710903686012138
22297,Cambodia,KHM,2103,94825.34482758619,0.004744332194595691,-2327.965287020343,0.011631935504521351,36.665729273573106,0.009211593369766735,199.19420689655132,0.005795926554285291,-5.060410476883959,0.012831452090606321,10394530.356650263,0.00770549841262369,812.2322610837438,0.0087528253930782,695.7856945812799,0.0086015031340132,-14.94138903760892,0.053864048022573385
22310,Low Income Countries,LIC,2103,9512733.792283237,0.004578715102204534,7324.528526781913,0.007553274799417364,19.57559301941285,0.009661237412212476,315.747618619027,0.0070440265459530416,7.313712697167219,0.006019196878939148,670889933.25074,0.00803668407004543,328.5292093706157,0.007138070559466803,336.76097215556734,0.007198997259502349,11.618776579653483,-0.014301501670223149
22330,Middle Income Countries,MIC,2103,42757360.678638905,0.003203972535071431,6562.655027652814,0.008041076535057368,16.81359723158505,0.008281374350772808,339.65226221510693,0.007321789877118734,6.930165082421781,0.0038125862349218664,7594072042.126114,0.007277985202579718,341.8600802930096,0.007298636554043059,351.50269184598534,0.0073853817375735265,29.341141073103167,-0.0013186207281992157
22354,New Zealnd,NZL,2103,-96662.39834128693,0.024260479564238713,10258.96536145952,0.0010083200355537336,2.1162576625231018,0.003281101399274622,270.71420689655184,0.006602973068825735,-2.604631898868604,0.0272436181209188,7783448.408374399,0.005577880725429862,270.47131527093643,0.006368480762864559,289.17792610837483,0.006819959524216879,43.87113036028464,0.0012270053480587517
22407,Thailand,THA,2103,246325.14778325125,0.0015575977682280584,8614.022471472299,0.008069962233287598,-7.159484909725848,0.01550720213993384,280.9363103448277,0.006182092938012751,4.12731386527399,0.007413308731512247,95175152.21280791,0.007564773588425666,334.5107733990153,0.007220274598353171,300.48170935960616,0.00677938669528344,42.26350844423959,0.0032093727280702034
22425,United States of America,USA,2103,3420112.8246613317,-0.002102507068993509,16087.540440703871,0.0019373402344740054,-0.481584799585562,0.04282532851804355,207.9232019704432,0.005354231007236754,7.425059020822714,0.0063171605957192956,514876783.2748776,0.005583067436428113,240.75937438423668,0.006019072681964666,256.89060098522214,0.006211022408558753,37.24940233301216,0.0010310384787330928
22431,Vietnam,VNM,2103,304267.7057083207,0.006994559133876921,6288.572511565479,0.009139951948243574,4.090940198050774,-0.003368785789308326,586.6947044334975,0.008508673584309179,-2.2421954328859925,0.01633134644972878,94341732.88719223,0.007712508160431009,451.2351330049269,0.008049785464289139,452.13640394088725,0.008028097131871581,115.46015658617078,0.0058494141197307226
22437,South Africa,ZAF,2103,961825.078817734,-0.00010355367578096519,4626.29676429957,0.0004770068084301027,6.440643880295951,0.009186035702882123,349.00292610837465,0.007200999564010102,113.86475233081616,0.008468329904205651,93956325.93645309,0.007111059518978724,224.89945812807855,0.005709166255096987,290.9980147783253,0.006685086927108674,7.617736524083139,0.0
22447,Argentina,ARG,2104,2401875.024630539,0.004304958621310195,9342.863785755122,0.007586171798090735,-9.090875030981437,0.01197493817952644,198.96827586206902,0.0051533865447552785,9.374356532554783,0.007005272013507646,78429693.91133009,0.0056200682581548644,443.2344334975368,0.007876859529349467,352.17241379310326,0.0073224938081681845,0.03758928058768248,-0.7937424071840363
22451,Australia,AUS,2104,549110.6419335008,-0.06408770076585557,16385.894692427464,0.003938672371435636,-1.7139921597567849,0.02017300990344184,149.58862068965516,0.003386664470878431,96.10752867884413,0.0075735826527658645,41899431.75862074,0.005874590923091505,254.78137931034507,0.006520959389798575,215.54315270935916,0.005656049058163193,13.754072323562312,-0.0023849356852158055
22455,Belgium,BEL,2104,-208760.501450412,0.011608036723741888,11495.288692248476,0.003188594400459932,-3.4322521829779906,0.014224931582388356,139.16847614508242,0.003522764999165373,1.2526780733552343,-0.014612589290726508,16217267.832512336,0.0036657547628742293,164.58175904905082,0.00451905231345795,155.60630991343987,0.004200986484509395,-14.752428568084662,0.027676562089266943
22467,Brazil,BRA,2104,4101507.4923029537,0.0034968292273149792,6721.425306862614,0.007010753731672148,1.55716003808614,0.0036972007645577065,423.87610837438484,0.007882208517671963,22.1894631747914,0.004809164013467537,401952962.31527036,0.006324930008541951,461.9153201970448,0.007884590859177809,454.38660098522087,0.007925802535709181,36.67302899498105,-0.004556326157175938
